locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_05843	CDS	1557				hypothetical protein
ILPPLFEM_05844	CDS	1062				hypothetical protein
ILPPLFEM_05845	CDS	135				hypothetical protein
ILPPLFEM_05846	CDS	555				hypothetical protein
ILPPLFEM_05847	CDS	1587	prfC		COG4108	Peptide chain release factor 3
ILPPLFEM_05848	CDS	1806	clcB			Voltage-gated ClC-type chloride channel ClcB
ILPPLFEM_05849	CDS	1032	fmt_4	2.1.2.9		Methionyl-tRNA formyltransferase
ILPPLFEM_05850	CDS	573	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
ILPPLFEM_05851	CDS	405				hypothetical protein
ILPPLFEM_05852	CDS	879				hypothetical protein
ILPPLFEM_05853	CDS	1251	cinA_3		COG1058	Putative competence-damage inducible protein
ILPPLFEM_05854	CDS	237				hypothetical protein
ILPPLFEM_05855	CDS	2088	fusA_3		COG0480	Elongation factor G
ILPPLFEM_05856	CDS	432	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
ILPPLFEM_05857	CDS	357	glnB_1		COG0347	Nitrogen regulatory protein P-II
ILPPLFEM_05858	CDS	1263	amt			Ammonia channel
ILPPLFEM_05859	CDS	720				hypothetical protein
ILPPLFEM_05860	CDS	1485				hypothetical protein
ILPPLFEM_05861	CDS	1872				hypothetical protein
ILPPLFEM_05862	CDS	2808				hypothetical protein
ILPPLFEM_05863	CDS	501				hypothetical protein
ILPPLFEM_05864	CDS	2616				hypothetical protein
ILPPLFEM_05865	CDS	180				hypothetical protein
ILPPLFEM_05866	CDS	564				hypothetical protein
ILPPLFEM_05867	CDS	786	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
ILPPLFEM_05868	CDS	993	fpuB		COG0609	Petrobactin import system permease protein FpuB
ILPPLFEM_05869	CDS	879	isdE			High-affinity heme uptake system protein IsdE
ILPPLFEM_05870	CDS	615				hypothetical protein
ILPPLFEM_05871	CDS	1947				hypothetical protein
ILPPLFEM_05872	CDS	828				hypothetical protein
ILPPLFEM_05873	CDS	915	rsmH_5	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ILPPLFEM_05874	CDS	447				hypothetical protein
ILPPLFEM_05875	CDS	2157	pbpB		COG0768	Penicillin-binding protein 2B
ILPPLFEM_05876	CDS	1170				hypothetical protein
ILPPLFEM_05877	CDS	1782	fokIR	3.1.21.4		Type-2 restriction enzyme FokI
ILPPLFEM_05878	CDS	834				IS1595 family transposase ISCco4
ILPPLFEM_05879	CDS	1020	fokIM_2	2.1.1.72		Modification methylase FokI
ILPPLFEM_05880	CDS	120				hypothetical protein
ILPPLFEM_05881	CDS	498				hypothetical protein
ILPPLFEM_05882	CDS	717	trmD_2	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
ILPPLFEM_05883	CDS	330				hypothetical protein
ILPPLFEM_05884	CDS	336				hypothetical protein
ILPPLFEM_05885	CDS	843				hypothetical protein
ILPPLFEM_05886	CDS	1416	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
ILPPLFEM_05887	CDS	2238				hypothetical protein
ILPPLFEM_05888	CDS	2037				hypothetical protein
ILPPLFEM_05889	CDS	1047	haeIIIM_3	2.1.1.37		Modification methylase HaeIII
ILPPLFEM_05890	CDS	762	dpnA_2	2.1.1.72		Modification methylase DpnIIB
ILPPLFEM_05891	CDS	495	DmdB_3	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
ILPPLFEM_05892	CDS	1269	dmdA_4	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
ILPPLFEM_05893	CDS	1665	ilvD_4	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ILPPLFEM_05894	CDS	1038	ilvC_4	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
ILPPLFEM_05895	CDS	504	ilvH_5	2.2.1.6	COG0440	Acetolactate synthase small subunit
ILPPLFEM_05896	CDS	360	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
ILPPLFEM_05897	CDS	405				hypothetical protein
ILPPLFEM_05898	CDS	876	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
ILPPLFEM_05899	CDS	846				hypothetical protein
ILPPLFEM_05900	CDS	147				hypothetical protein
ILPPLFEM_05901	CDS	1197				hypothetical protein
ILPPLFEM_05902	CDS	903				hypothetical protein
ILPPLFEM_05903	CDS	204				hypothetical protein
ILPPLFEM_05904	CDS	921				hypothetical protein
ILPPLFEM_05905	CDS	933				hypothetical protein
ILPPLFEM_05906	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
ILPPLFEM_05907	CDS	594	gmk_1	2.7.4.8		Guanylate kinase
ILPPLFEM_05908	CDS	204				hypothetical protein
ILPPLFEM_05909	CDS	1158				hypothetical protein
ILPPLFEM_05910	CDS	951				hypothetical protein
ILPPLFEM_05911	tRNA	75				tRNA-Cys(gca)
ILPPLFEM_05912	CDS	957			COG2826	IS30 family transposase ISSmi1
ILPPLFEM_05913	CDS	318				hypothetical protein
ILPPLFEM_05914	CDS	306				hypothetical protein
ILPPLFEM_05915	CDS	1164				hypothetical protein
ILPPLFEM_05916	CDS	2955				hypothetical protein
ILPPLFEM_05917	CDS	639				hypothetical protein
ILPPLFEM_05918	CDS	804				hypothetical protein
ILPPLFEM_05919	CDS	1299				hypothetical protein
ILPPLFEM_05920	CDS	534				hypothetical protein
ILPPLFEM_05921	CDS	642	hisH_4	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
ILPPLFEM_05922	CDS	720	hisA_2	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
ILPPLFEM_05923	CDS	783	hisF_4	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
ILPPLFEM_05924	CDS	399				hypothetical protein
ILPPLFEM_05925	CDS	1065	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
ILPPLFEM_05926	CDS	1401	radA_3	3.6.4.-	COG1066	DNA repair protein RadA
ILPPLFEM_05927	CDS	159				hypothetical protein
ILPPLFEM_05928	CDS	2205	clpC_2		COG0542	Negative regulator of genetic competence ClpC/MecB
ILPPLFEM_05929	CDS	708				hypothetical protein
ILPPLFEM_05930	CDS	444				hypothetical protein
ILPPLFEM_05931	CDS	2031				hypothetical protein
ILPPLFEM_05932	CDS	2109	smc_8			Chromosome partition protein Smc
ILPPLFEM_05933	CDS	699				hypothetical protein
ILPPLFEM_05934	CDS	813	aviRb_2	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
ILPPLFEM_05935	CDS	2115	bamA_1			Outer membrane protein assembly factor BamA
ILPPLFEM_05936	CDS	480				hypothetical protein
ILPPLFEM_05937	CDS	804	yycJ_2	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
ILPPLFEM_05938	CDS	657		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
ILPPLFEM_05939	CDS	1656	baeE		COG0331	Polyketide biosynthesis protein BaeE
ILPPLFEM_05940	CDS	243	acpK		COG0236	Polyketide biosynthesis acyl-carrier-protein AcpK
ILPPLFEM_05941	CDS	1272	pksF	4.1.1.87	COG0304	Polyketide biosynthesis malonyl-ACP decarboxylase PksF
ILPPLFEM_05942	CDS	1233	pksG_1	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
ILPPLFEM_05943	CDS	759	pksH	4.2.1.-	COG1024	putative polyketide biosynthesis enoyl-CoA hydratase PksH
ILPPLFEM_05944	CDS	909				hypothetical protein
ILPPLFEM_05945	CDS	816				hypothetical protein
ILPPLFEM_05946	CDS	522				hypothetical protein
ILPPLFEM_05947	CDS	1320	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
ILPPLFEM_05948	CDS	1209	pdxA	1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
ILPPLFEM_05949	CDS	948				hypothetical protein
ILPPLFEM_05950	CDS	1065	rlmN_3	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
ILPPLFEM_05951	CDS	1275				hypothetical protein
ILPPLFEM_05952	CDS	3189	czcA			Cobalt-zinc-cadmium resistance protein CzcA
ILPPLFEM_05953	CDS	1212	czcB			Cobalt-zinc-cadmium resistance protein CzcB
ILPPLFEM_05954	CDS	369				hypothetical protein
ILPPLFEM_05955	CDS	894				hypothetical protein
ILPPLFEM_05956	CDS	417				hypothetical protein
ILPPLFEM_05957	CDS	867				hypothetical protein
ILPPLFEM_05958	CDS	1959	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
ILPPLFEM_05959	CDS	585				hypothetical protein
ILPPLFEM_05960	CDS	165				hypothetical protein
ILPPLFEM_05961	CDS	291	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
ILPPLFEM_05962	CDS	1005	plsX_2	2.3.1.274	COG0416	Phosphate acyltransferase
ILPPLFEM_05963	CDS	693	rnc_3	3.1.26.3	COG0571	Ribonuclease 3
ILPPLFEM_05964	CDS	993				hypothetical protein
ILPPLFEM_05965	CDS	441				hypothetical protein
ILPPLFEM_05966	CDS	1392	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
ILPPLFEM_05967	CDS	693				hypothetical protein
ILPPLFEM_05968	CDS	1041	nrnA_2	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
ILPPLFEM_05969	CDS	912				hypothetical protein
ILPPLFEM_05970	CDS	1575	bamA_2			Outer membrane protein assembly factor BamA
ILPPLFEM_05971	CDS	543				hypothetical protein
ILPPLFEM_05972	CDS	1515	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
ILPPLFEM_05973	CDS	453	pyrI_2		COG1781	Aspartate carbamoyltransferase regulatory chain
ILPPLFEM_05974	CDS	921	pyrB_2	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
ILPPLFEM_05975	CDS	861			COG1344	Flagellar filament 33 kDa core protein
ILPPLFEM_05976	CDS	534	hpf_2			Ribosome hibernation promotion factor
ILPPLFEM_05977	CDS	648				hypothetical protein
ILPPLFEM_05978	CDS	984				hypothetical protein
ILPPLFEM_05979	CDS	1545	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
ILPPLFEM_05980	CDS	909				hypothetical protein
ILPPLFEM_05981	CDS	465				hypothetical protein
ILPPLFEM_05982	CDS	966				hypothetical protein
ILPPLFEM_05983	CDS	99				hypothetical protein
ILPPLFEM_05984	CDS	360				hypothetical protein
ILPPLFEM_05985	CDS	171				hypothetical protein
ILPPLFEM_05986	CDS	1323				hypothetical protein
ILPPLFEM_05987	CDS	1566				hypothetical protein
ILPPLFEM_05988	CDS	228				hypothetical protein
ILPPLFEM_05989	CDS	3243				hypothetical protein
ILPPLFEM_05990	CDS	360	rplT_4		COG0292	50S ribosomal protein L20
ILPPLFEM_05991	CDS	201	rpmI_2			50S ribosomal protein L35
ILPPLFEM_05992	CDS	534	infC_4			Translation initiation factor IF-3
ILPPLFEM_05993	CDS	492				hypothetical protein
ILPPLFEM_05994	CDS	627	ecfT_5			Energy-coupling factor transporter transmembrane protein EcfT
ILPPLFEM_05995	CDS	318				hypothetical protein
ILPPLFEM_05996	CDS	1248	fpgS_3	6.3.2.17		Folylpolyglutamate synthase
ILPPLFEM_05997	CDS	2619	valS_3	6.1.1.9		Valine--tRNA ligase
ILPPLFEM_05998	CDS	1161				hypothetical protein
ILPPLFEM_05999	CDS	1053				hypothetical protein
ILPPLFEM_06000	CDS	639				hypothetical protein
ILPPLFEM_06001	CDS	402				hypothetical protein
ILPPLFEM_06002	CDS	1752				hypothetical protein
ILPPLFEM_06003	CDS	186	swrD_2		COG1582	Swarming motility protein SwrD
ILPPLFEM_06004	CDS	798	pomA_2		COG1291	Chemotaxis protein PomA
ILPPLFEM_06005	CDS	819	motB_2		COG1360	Motility protein B
ILPPLFEM_06006	CDS	1275	tdcB_2	4.3.1.19	COG1171	L-threonine ammonia-lyase
ILPPLFEM_06007	CDS	957	ftsY_3		COG0552	Signal recognition particle receptor FtsY
ILPPLFEM_06008	CDS	2970	smc_9		COG1196	Chromosome partition protein Smc
ILPPLFEM_06009	CDS	672				hypothetical protein
ILPPLFEM_06010	CDS	678	sipW	3.4.21.89	COG0681	Signal peptidase I W
ILPPLFEM_06011	CDS	612				hypothetical protein
ILPPLFEM_06012	CDS	639				hypothetical protein
ILPPLFEM_06013	CDS	699				hypothetical protein
ILPPLFEM_06014	CDS	1077				hypothetical protein
ILPPLFEM_06015	CDS	963	scrK_4	2.7.1.4	COG0524	Fructokinase
ILPPLFEM_06016	CDS	1485	sacA_5	3.2.1.26		Sucrose-6-phosphate hydrolase
ILPPLFEM_06017	CDS	1677				hypothetical protein
ILPPLFEM_06018	CDS	897	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
ILPPLFEM_06019	CDS	837	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
ILPPLFEM_06020	CDS	714	clpP_5	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ILPPLFEM_06021	CDS	1194				hypothetical protein
ILPPLFEM_06022	CDS	273				hypothetical protein
ILPPLFEM_06023	CDS	348				hypothetical protein
ILPPLFEM_06024	CDS	369				hypothetical protein
ILPPLFEM_06025	CDS	318				hypothetical protein
ILPPLFEM_06026	CDS	618				hypothetical protein
ILPPLFEM_06027	CDS	381				hypothetical protein
ILPPLFEM_06028	CDS	165				hypothetical protein
ILPPLFEM_06029	CDS	444				hypothetical protein
ILPPLFEM_06030	CDS	231				hypothetical protein
ILPPLFEM_06031	CDS	345				hypothetical protein
ILPPLFEM_06032	CDS	522	crr			PTS system glucose-specific EIIA component
ILPPLFEM_06033	CDS	933				hypothetical protein
ILPPLFEM_06034	CDS	720	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
ILPPLFEM_06035	CDS	693	mtnN_3	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
ILPPLFEM_06036	CDS	1242				hypothetical protein
ILPPLFEM_06037	CDS	903		1.1.1.81	COG0111	Hydroxypyruvate reductase
ILPPLFEM_06038	CDS	861	pal_5			Peptidoglycan-associated lipoprotein
ILPPLFEM_06039	CDS	3732	purL_5	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
ILPPLFEM_06040	CDS	552	chrA			Chromate transport protein
ILPPLFEM_06041	CDS	666	pal_6			Peptidoglycan-associated lipoprotein
ILPPLFEM_06042	CDS	894				hypothetical protein
ILPPLFEM_06043	CDS	894	fim1C			Putative fimbrium subunit Fim1C
ILPPLFEM_06044	CDS	930				hypothetical protein
ILPPLFEM_06045	CDS	921				hypothetical protein
ILPPLFEM_06046	CDS	1311				hypothetical protein
ILPPLFEM_06047	CDS	1077				hypothetical protein
ILPPLFEM_06048	CDS	435				hypothetical protein
ILPPLFEM_06049	CDS	921			COG0330	putative protein
ILPPLFEM_06050	CDS	999	argF_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase
ILPPLFEM_06051	CDS	768	birA_5	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
ILPPLFEM_06052	CDS	372				hypothetical protein
ILPPLFEM_06053	CDS	744	yhhS			putative MFS-type transporter YhhS
ILPPLFEM_06054	CDS	453				hypothetical protein
ILPPLFEM_06055	CDS	1122	dnaN_4			Beta sliding clamp
ILPPLFEM_06056	CDS	864	dinG_3	3.1.-.-		3'-5' exonuclease DinG
ILPPLFEM_06057	CDS	1236	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
ILPPLFEM_06058	CDS	888				hypothetical protein
ILPPLFEM_06059	CDS	447				hypothetical protein
ILPPLFEM_06060	CDS	1104				hypothetical protein
ILPPLFEM_06061	CDS	513	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
ILPPLFEM_06062	CDS	702				hypothetical protein
ILPPLFEM_06063	CDS	2571				hypothetical protein
ILPPLFEM_06064	CDS	192				hypothetical protein
ILPPLFEM_06065	CDS	660				hypothetical protein
ILPPLFEM_06066	CDS	1353	ffh_2		COG0541	Signal recognition particle protein
ILPPLFEM_06067	CDS	879	folD_3		COG0190	Bifunctional protein FolD protein
ILPPLFEM_06068	CDS	3348	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
ILPPLFEM_06069	CDS	1425				hypothetical protein
ILPPLFEM_06070	CDS	987				hypothetical protein
ILPPLFEM_06071	CDS	345				hypothetical protein
ILPPLFEM_06072	CDS	2250	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
ILPPLFEM_06073	CDS	366				hypothetical protein
ILPPLFEM_06074	CDS	1215				hypothetical protein
ILPPLFEM_06075	CDS	1029				hypothetical protein
ILPPLFEM_06076	CDS	1113	flaD		COG1344	Flagellin D
ILPPLFEM_06077	CDS	477				hypothetical protein
ILPPLFEM_06078	CDS	294				hypothetical protein
ILPPLFEM_06079	CDS	306				hypothetical protein
ILPPLFEM_06080	CDS	420				hypothetical protein
ILPPLFEM_06081	CDS	1005				hypothetical protein
ILPPLFEM_06082	CDS	573				hypothetical protein
ILPPLFEM_06083	CDS	708				hypothetical protein
ILPPLFEM_06084	CDS	2193				hypothetical protein
ILPPLFEM_06085	CDS	783	pckG_2	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
ILPPLFEM_06086	CDS	549				hypothetical protein
ILPPLFEM_06087	CDS	1680				hypothetical protein
ILPPLFEM_06088	CDS	1947	thrS_4	6.1.1.3	COG0441	Threonine--tRNA ligase 1
ILPPLFEM_06089	CDS	1005				hypothetical protein
ILPPLFEM_06090	CDS	1146				hypothetical protein
ILPPLFEM_06091	CDS	1953	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
ILPPLFEM_06092	CDS	588	nadD_3	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
ILPPLFEM_06093	CDS	576	gmk_2	2.7.4.8	COG0194	Guanylate kinase
ILPPLFEM_06094	CDS	201				hypothetical protein
ILPPLFEM_06095	CDS	525	bcrC_2	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
ILPPLFEM_06096	CDS	240				hypothetical protein
ILPPLFEM_06097	CDS	2064				hypothetical protein
ILPPLFEM_06098	CDS	1152			COG1680	putative protein
ILPPLFEM_06099	CDS	291				hypothetical protein
ILPPLFEM_06100	CDS	1026	rhaS_7			HTH-type transcriptional activator RhaS
ILPPLFEM_06101	CDS	495				hypothetical protein
ILPPLFEM_06102	CDS	975				hypothetical protein
ILPPLFEM_06103	CDS	960				hypothetical protein
ILPPLFEM_06104	CDS	1008				hypothetical protein
ILPPLFEM_06105	CDS	1545				hypothetical protein
ILPPLFEM_06106	CDS	189				hypothetical protein
ILPPLFEM_06107	CDS	4245	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
ILPPLFEM_06108	CDS	1017	ccpA_2		COG1609	Catabolite control protein A
ILPPLFEM_06109	CDS	156				hypothetical protein
ILPPLFEM_06110	CDS	927	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
ILPPLFEM_06111	CDS	369	ytrA_2		COG1725	HTH-type transcriptional repressor YtrA
ILPPLFEM_06112	CDS	2202				hypothetical protein
ILPPLFEM_06113	CDS	150				hypothetical protein
ILPPLFEM_06114	CDS	621		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
ILPPLFEM_06115	CDS	2418				hypothetical protein
ILPPLFEM_06116	CDS	483		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
ILPPLFEM_06117	CDS	93				hypothetical protein
ILPPLFEM_06118	CDS	1329				hypothetical protein
ILPPLFEM_06119	CDS	891				hypothetical protein
ILPPLFEM_06120	CDS	738				hypothetical protein
ILPPLFEM_06121	CDS	669				hypothetical protein
ILPPLFEM_06122	CDS	378	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
ILPPLFEM_06123	CDS	1362				hypothetical protein
ILPPLFEM_06124	CDS	900				hypothetical protein
ILPPLFEM_06125	CDS	129				hypothetical protein
ILPPLFEM_06126	CDS	1116				hypothetical protein
ILPPLFEM_06127	CDS	357				hypothetical protein
ILPPLFEM_06128	CDS	162				hypothetical protein
ILPPLFEM_06129	CDS	1653				hypothetical protein
ILPPLFEM_06130	CDS	561	def_4	3.5.1.88	COG0242	Peptide deformylase
ILPPLFEM_06131	CDS	414	yrrK_2	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ILPPLFEM_06132	CDS	477				hypothetical protein
ILPPLFEM_06133	CDS	213				hypothetical protein
ILPPLFEM_06134	CDS	351				hypothetical protein
ILPPLFEM_06135	CDS	261				hypothetical protein
ILPPLFEM_06136	CDS	771	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
ILPPLFEM_06137	CDS	1086	murB_5	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
ILPPLFEM_06138	CDS	1188				hypothetical protein
ILPPLFEM_06139	CDS	2109				hypothetical protein
ILPPLFEM_06140	CDS	1737	fimE			Major fimbrium tip subunit FimE
ILPPLFEM_06141	CDS	429	infC_5			Translation initiation factor IF-3
ILPPLFEM_06142	CDS	198	rpmI_3		COG0291	50S ribosomal protein L35
ILPPLFEM_06143	CDS	357	rplT_5		COG0292	50S ribosomal protein L20
ILPPLFEM_06144	CDS	597	clpP_6	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ILPPLFEM_06145	CDS	1269	clpX_3		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
ILPPLFEM_06146	CDS	597	engB		COG0218	putative GTP-binding protein EngB
ILPPLFEM_06147	CDS	1251				hypothetical protein
ILPPLFEM_06148	CDS	1197	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
ILPPLFEM_06149	CDS	732	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
ILPPLFEM_06150	CDS	378				hypothetical protein
ILPPLFEM_06151	CDS	1350	pccB_3	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
ILPPLFEM_06152	CDS	369	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
ILPPLFEM_06153	CDS	366				hypothetical protein
ILPPLFEM_06154	CDS	375	rplL_4			50S ribosomal protein L7/L12
ILPPLFEM_06155	CDS	534	rplJ_4		COG0244	50S ribosomal protein L10
ILPPLFEM_06156	CDS	690	rplA_4			50S ribosomal protein L1
ILPPLFEM_06157	CDS	426	rplK_4		COG0080	50S ribosomal protein L11
ILPPLFEM_06158	CDS	303	nusG_4		COG0250	Transcription termination/antitermination protein NusG
ILPPLFEM_06159	CDS	1737				hypothetical protein
ILPPLFEM_06160	CDS	3114	susC_7			TonB-dependent receptor SusC
ILPPLFEM_06161	CDS	132				hypothetical protein
ILPPLFEM_06162	CDS	1167				hypothetical protein
ILPPLFEM_06163	CDS	1044	hmuU_3		COG0609	Hemin transport system permease protein HmuU
ILPPLFEM_06164	CDS	453				hypothetical protein
ILPPLFEM_06165	CDS	669				hypothetical protein
ILPPLFEM_06166	CDS	354	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
ILPPLFEM_06167	CDS	969	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
ILPPLFEM_06168	CDS	858	lacF_7			Lactose transport system permease protein LacF
ILPPLFEM_06169	CDS	828	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
ILPPLFEM_06170	CDS	1605				hypothetical protein
ILPPLFEM_06171	CDS	855				hypothetical protein
ILPPLFEM_06172	CDS	237				hypothetical protein
ILPPLFEM_06173	CDS	624	trpF_2	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
ILPPLFEM_06174	CDS	771	trpC_2	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
ILPPLFEM_06175	CDS	1020	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
ILPPLFEM_06176	CDS	567	pabA_1	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
ILPPLFEM_06177	CDS	1377	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
ILPPLFEM_06178	CDS	3036				hypothetical protein
ILPPLFEM_06179	CDS	354				hypothetical protein
ILPPLFEM_06180	CDS	2724				hypothetical protein
ILPPLFEM_06181	CDS	1275	eriC		COG0038	Chloride/fluoride channel protein
ILPPLFEM_06182	CDS	1131				hypothetical protein
ILPPLFEM_06183	CDS	1032	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ILPPLFEM_06184	CDS	732				hypothetical protein
ILPPLFEM_06185	CDS	1488				hypothetical protein
ILPPLFEM_06186	CDS	1383				hypothetical protein
ILPPLFEM_06187	CDS	651	yoaJ		COG4305	Expansin-YoaJ
ILPPLFEM_06188	CDS	558				hypothetical protein
ILPPLFEM_06189	CDS	1176				hypothetical protein
ILPPLFEM_06190	CDS	135				hypothetical protein
ILPPLFEM_06191	CDS	1488	yqiK		COG2268	Inner membrane protein YqiK
ILPPLFEM_06192	CDS	789	ppaX	3.6.1.1		Pyrophosphatase PpaX
ILPPLFEM_06193	CDS	858	rsmA_2	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
ILPPLFEM_06194	CDS	1182	rlmI_3	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
ILPPLFEM_06195	CDS	924				hypothetical protein
ILPPLFEM_06196	CDS	108				hypothetical protein
ILPPLFEM_06197	CDS	2433				hypothetical protein
ILPPLFEM_06198	CDS	444				hypothetical protein
ILPPLFEM_06199	CDS	1353	pgi_3	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
ILPPLFEM_06200	CDS	825				hypothetical protein
ILPPLFEM_06201	CDS	561	pleD			Response regulator PleD
ILPPLFEM_06202	CDS	1080				hypothetical protein
ILPPLFEM_06203	CDS	870			COG1721	putative protein
ILPPLFEM_06204	CDS	996				hypothetical protein
ILPPLFEM_06205	CDS	1221				hypothetical protein
ILPPLFEM_06206	CDS	546	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
